attendance_id,student_id,enrollment_no,subject_id,subject_name,faculty_id,lecture_date,lecture_number,day_name,department_code,semester_no,academic_year,attendance_status
3431,STU000031,2023010031,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3432,STU000032,2023010032,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3433,STU000033,2023010033,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3434,STU000034,2023010034,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3435,STU000035,2023010035,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3436,STU000036,2023010036,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3437,STU000037,2023010037,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3438,STU000038,2023010038,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3439,STU000039,2023010039,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3440,STU000040,2023010040,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3441,STU000041,2023010041,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3442,STU000042,2023010042,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3443,STU000043,2023010043,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3444,STU000044,2023010044,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3445,STU000045,2023010045,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3446,STU000046,2023010046,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3447,STU000047,2023010047,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3448,STU000048,2023010048,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3449,STU000049,2023010049,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,A
3450,STU000050,2023010050,SUB0050,Software Engineering,FAC005,2026-07-22,14,Wednesday,1,7,2026-2027,P
3451,STU000001,2023010001,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3452,STU000002,2023010002,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3453,STU000003,2023010003,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3454,STU000004,2023010004,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3455,STU000005,2023010005,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3456,STU000006,2023010006,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3457,STU000007,2023010007,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3458,STU000008,2023010008,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3459,STU000009,2023010009,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3460,STU000010,2023010010,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3461,STU000011,2023010011,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3462,STU000012,2023010012,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3463,STU000013,2023010013,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3464,STU000014,2023010014,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3465,STU000015,2023010015,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3466,STU000016,2023010016,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3467,STU000017,2023010017,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3468,STU000018,2023010018,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3469,STU000019,2023010019,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3470,STU000020,2023010020,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3471,STU000021,2023010021,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3472,STU000022,2023010022,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3473,STU000023,2023010023,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3474,STU000024,2023010024,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3475,STU000025,2023010025,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3476,STU000026,2023010026,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3477,STU000027,2023010027,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3478,STU000028,2023010028,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3479,STU000029,2023010029,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3480,STU000030,2023010030,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3481,STU000031,2023010031,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3482,STU000032,2023010032,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3483,STU000033,2023010033,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3484,STU000034,2023010034,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3485,STU000035,2023010035,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3486,STU000036,2023010036,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3487,STU000037,2023010037,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3488,STU000038,2023010038,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3489,STU000039,2023010039,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3490,STU000040,2023010040,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3491,STU000041,2023010041,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3492,STU000042,2023010042,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3493,STU000043,2023010043,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3494,STU000044,2023010044,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3495,STU000045,2023010045,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3496,STU000046,2023010046,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3497,STU000047,2023010047,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3498,STU000048,2023010048,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3499,STU000049,2023010049,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,A
3500,STU000050,2023010050,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,9,Thursday,1,7,2026-2027,P
3501,STU000001,2023010001,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3502,STU000002,2023010002,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3503,STU000003,2023010003,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3504,STU000004,2023010004,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3505,STU000005,2023010005,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3506,STU000006,2023010006,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3507,STU000007,2023010007,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3508,STU000008,2023010008,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3509,STU000009,2023010009,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3510,STU000010,2023010010,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3511,STU000011,2023010011,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3512,STU000012,2023010012,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3513,STU000013,2023010013,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3514,STU000014,2023010014,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3515,STU000015,2023010015,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3516,STU000016,2023010016,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3517,STU000017,2023010017,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3518,STU000018,2023010018,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3519,STU000019,2023010019,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3520,STU000020,2023010020,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3521,STU000021,2023010021,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3522,STU000022,2023010022,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3523,STU000023,2023010023,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3524,STU000024,2023010024,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3525,STU000025,2023010025,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3526,STU000026,2023010026,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3527,STU000027,2023010027,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3528,STU000028,2023010028,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3529,STU000029,2023010029,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3530,STU000030,2023010030,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3531,STU000031,2023010031,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3532,STU000032,2023010032,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3533,STU000033,2023010033,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3534,STU000034,2023010034,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3535,STU000035,2023010035,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3536,STU000036,2023010036,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3537,STU000037,2023010037,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3538,STU000038,2023010038,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3539,STU000039,2023010039,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3540,STU000040,2023010040,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3541,STU000041,2023010041,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3542,STU000042,2023010042,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3543,STU000043,2023010043,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3544,STU000044,2023010044,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3545,STU000045,2023010045,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3546,STU000046,2023010046,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3547,STU000047,2023010047,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3548,STU000048,2023010048,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3549,STU000049,2023010049,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,P
3550,STU000050,2023010050,SUB0055,Deep Learning Laboratory,FAC010,2026-07-23,10,Thursday,1,7,2026-2027,A
3551,STU000001,2023010001,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3552,STU000002,2023010002,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3553,STU000003,2023010003,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3554,STU000004,2023010004,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3555,STU000005,2023010005,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3556,STU000006,2023010006,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3557,STU000007,2023010007,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3558,STU000008,2023010008,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3559,STU000009,2023010009,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3560,STU000010,2023010010,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3561,STU000011,2023010011,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3562,STU000012,2023010012,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3563,STU000013,2023010013,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3564,STU000014,2023010014,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3565,STU000015,2023010015,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3566,STU000016,2023010016,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3567,STU000017,2023010017,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3568,STU000018,2023010018,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3569,STU000019,2023010019,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3570,STU000020,2023010020,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3571,STU000021,2023010021,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3572,STU000022,2023010022,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3573,STU000023,2023010023,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3574,STU000024,2023010024,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3575,STU000025,2023010025,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3576,STU000026,2023010026,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3577,STU000027,2023010027,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3578,STU000028,2023010028,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3579,STU000029,2023010029,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3580,STU000030,2023010030,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3581,STU000031,2023010031,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3582,STU000032,2023010032,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3583,STU000033,2023010033,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3584,STU000034,2023010034,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3585,STU000035,2023010035,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3586,STU000036,2023010036,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3587,STU000037,2023010037,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3588,STU000038,2023010038,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3589,STU000039,2023010039,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3590,STU000040,2023010040,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3591,STU000041,2023010041,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3592,STU000042,2023010042,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3593,STU000043,2023010043,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3594,STU000044,2023010044,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3595,STU000045,2023010045,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3596,STU000046,2023010046,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3597,STU000047,2023010047,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,A
3598,STU000048,2023010048,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3599,STU000049,2023010049,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3600,STU000050,2023010050,SUB0053,Deep Learning,FAC008,2026-07-23,15,Thursday,1,7,2026-2027,P
3601,STU000001,2023010001,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3602,STU000002,2023010002,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3603,STU000003,2023010003,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3604,STU000004,2023010004,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3605,STU000005,2023010005,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3606,STU000006,2023010006,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3607,STU000007,2023010007,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3608,STU000008,2023010008,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3609,STU000009,2023010009,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3610,STU000010,2023010010,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3611,STU000011,2023010011,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3612,STU000012,2023010012,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3613,STU000013,2023010013,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3614,STU000014,2023010014,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3615,STU000015,2023010015,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3616,STU000016,2023010016,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,A
3617,STU000017,2023010017,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3618,STU000018,2023010018,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3619,STU000019,2023010019,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3620,STU000020,2023010020,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3621,STU000021,2023010021,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3622,STU000022,2023010022,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3623,STU000023,2023010023,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3624,STU000024,2023010024,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3625,STU000025,2023010025,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,A
3626,STU000026,2023010026,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3627,STU000027,2023010027,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3628,STU000028,2023010028,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3629,STU000029,2023010029,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3630,STU000030,2023010030,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
3631,STU000031,2023010031,SUB0056,Natural Language Processing Laboratory,FAC011,2026-07-24,9,Friday,1,7,2026-2027,P
